food_code,food_name,wweia_cat_num,wweia_cat_name,energy_kcal,carb_g,fiber_g,sugar_g,fat_g,sat_fat_g,protein_g,cholesterol_mg,portion_desc,portion_weight_g,energy_kcal_per_serving,carb_g_per_serving,fiber_g_per_serving,sugar_g_per_serving,fat_g_per_serving,sat_fat_g_per_serving,protein_g_per_serving,high_carb,high_sugar,low_fiber,high_sat_fat,diabetes_flag,ada_risk_level,source
56203087,"Oatmeal, instant, plain, made with water, fat added",4802,Oatmeal,88,12.74,1.8,0.29,3.72,1.309,2.2,5,"1 cup, cooked",240.0,211.2,30.6,4.3,0.7,8.9,3.1,5.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56203096,"Oatmeal, instant, plain, made with milk, no added fat",4802,Oatmeal,111,17.07,1.9,4.24,3.04,1.267,4.96,7,"1 cup, cooked",240.0,266.4,41.0,4.6,10.2,7.3,3.0,11.9,True,True,False,False,1,high,USDA FNDDS 2021-2023
56203097,"Oatmeal, instant, plain, made with milk, fat added",4802,Oatmeal,129,16.52,1.8,4.11,5.4,2.288,4.81,12,"1 cup, cooked",240.0,309.6,39.6,4.3,9.9,13.0,5.5,11.5,True,False,False,True,1,medium,USDA FNDDS 2021-2023
56203106,"Oatmeal, instant, plain, made with non-dairy milk, no added fat",4802,Oatmeal,94,15.62,2.0,1.93,2.6,0.384,3.18,0,"1 cup, cooked",240.0,225.6,37.5,4.8,4.6,6.2,0.9,7.6,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56203107,"Oatmeal, instant, plain, made with non-dairy milk, fat added",4802,Oatmeal,113,15.12,1.9,1.88,4.98,1.433,3.09,5,"1 cup, cooked",240.0,271.2,36.3,4.6,4.5,12.0,3.4,7.4,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56203130,"Oatmeal, instant, maple flavored, no added fat",4802,Oatmeal,102,20.23,1.9,7.99,1.25,0.205,2.44,0,"1 cup, cooked",240.0,244.8,48.6,4.6,19.2,3.0,0.5,5.9,True,True,False,False,1,high,USDA FNDDS 2021-2023
56203135,"Oatmeal, instant, maple flavored, fat added",4802,Oatmeal,119,19.64,1.8,7.76,3.45,1.167,2.38,4,"1 cup, cooked",240.0,285.6,47.1,4.3,18.6,8.3,2.8,5.7,True,True,False,False,1,high,USDA FNDDS 2021-2023
56203155,"Oatmeal, instant, fruit flavored, no added fat",4802,Oatmeal,100,20.09,1.9,8.32,1.19,0.196,2.34,0,"1 cup, cooked",240.0,240.0,48.2,4.6,20.0,2.9,0.5,5.6,True,True,False,False,1,high,USDA FNDDS 2021-2023
56203160,"Oatmeal, instant, fruit flavored, fat added",4802,Oatmeal,117,19.51,1.9,8.08,3.4,1.158,2.29,4,"1 cup, cooked",240.0,280.8,46.8,4.6,19.4,8.2,2.8,5.5,True,True,False,False,1,high,USDA FNDDS 2021-2023
56203555,"Oatmeal, reduced sugar",4802,Oatmeal,85,16.62,1.9,4.05,1.28,0.231,2.35,0,"1 cup, cooked",240.0,204.0,39.9,4.6,9.7,3.1,0.6,5.6,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56203610,"Oatmeal, multigrain",4802,Oatmeal,56,12.19,2.0,0.41,0.46,0.076,2.12,0,"1 cup, cooked",240.0,134.4,29.3,4.8,1.0,1.1,0.2,5.1,False,False,False,False,0,low,USDA FNDDS 2021-2023
56204000,"Quinoa, NS as to fat",4004,"Pasta, noodles, cooked grains",146,20.22,2.7,0.84,5.42,1.774,4.2,7,"1 cup, cooked",170.0,248.2,34.4,4.6,1.4,9.2,3.0,7.1,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56204005,"Quinoa, no added fat",4004,"Pasta, noodles, cooked grains",120,21.21,2.8,0.87,1.91,0.23,4.38,0,"1 cup, cooked",170.0,204.0,36.1,4.8,1.5,3.2,0.4,7.4,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56204010,"Quinoa, fat added",4004,"Pasta, noodles, cooked grains",146,20.22,2.7,0.84,5.42,1.774,4.2,7,"1 cup, cooked",170.0,248.2,34.4,4.6,1.4,9.2,3.0,7.1,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205000,"Rice, cooked, NFS",4002,Rice,129,27.99,0.4,0.05,0.28,0.077,2.67,0,"1 cup, cooked",158.0,203.8,44.2,0.6,0.1,0.4,0.1,4.2,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205001,"Rice, white, cooked, NS as to fat",4002,Rice,129,27.99,0.4,0.05,0.28,0.077,2.67,0,"1 cup, cooked",163.0,210.3,45.6,0.7,0.1,0.5,0.1,4.4,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205002,"Rice, white, cooked, made with oil",4002,Rice,151,27.19,0.4,0.05,3.12,0.455,2.6,0,"1 cup, cooked",163.0,246.1,44.3,0.7,0.1,5.1,0.7,4.2,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205004,"Rice, white, cooked, made with butter",4002,Rice,147,27.2,0.4,0.06,2.61,1.375,2.62,7,"1 cup, cooked",163.0,239.6,44.3,0.7,0.1,4.3,2.2,4.3,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205006,"Rice, white, cooked, made with margarine",4002,Rice,142,27.22,0.4,0.05,2.12,0.441,2.6,0,"1 cup, cooked",163.0,231.5,44.4,0.7,0.1,3.5,0.7,4.2,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205007,"Rice, white, cooked, fat added, NS as to fat type",4002,Rice,148,27.2,0.4,0.05,2.77,0.728,2.6,2,"1 cup, cooked",163.0,241.2,44.3,0.7,0.1,4.5,1.2,4.2,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205008,"Rice, white, cooked, no added fat",4002,Rice,129,27.99,0.4,0.05,0.28,0.077,2.67,0,"1 cup, cooked",158.0,203.8,44.2,0.6,0.1,0.4,0.1,4.2,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205011,"Rice, brown, cooked, NS as to fat",4002,Rice,123,25.76,1.0,0.22,1.11,0.199,2.44,0,"1 cup, cooked",196.0,241.1,50.5,2.0,0.4,2.2,0.4,4.8,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205012,"Rice, brown, cooked, fat added, made with oil",4002,Rice,141,25.16,1.0,0.22,3.41,0.505,2.38,0,"1 cup, cooked",196.0,276.4,49.3,2.0,0.4,6.7,1.0,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205014,"Rice, brown, cooked, made with butter",4002,Rice,137,25.16,1.0,0.23,3.0,1.255,2.4,5,"1 cup, cooked",196.0,268.5,49.3,2.0,0.5,5.9,2.5,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205016,"Rice, brown, cooked, made with margarine",4002,Rice,134,25.18,1.0,0.22,2.6,0.493,2.38,0,"1 cup, cooked",196.0,262.6,49.4,2.0,0.4,5.1,1.0,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205017,"Rice, brown, cooked, fat added, NS as to fat type",4002,Rice,138,25.16,1.0,0.22,3.12,0.728,2.38,2,"1 cup, cooked",196.0,270.5,49.3,2.0,0.4,6.1,1.4,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205018,"Rice, brown, cooked, no added fat",4002,Rice,123,25.76,1.0,0.22,1.11,0.199,2.43,0,"1 cup, cooked",195.0,239.8,50.2,2.0,0.4,2.2,0.4,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205050,Cream of rice,4804,Grits and other cooked cereals,69,15.28,0.1,0.06,0.09,0.025,1.17,0,"1 cup, cooked",240.0,165.6,36.7,0.2,0.1,0.2,0.1,2.8,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205060,"Rice, cooked, with milk",4002,Rice,144,25.01,0.3,4.91,2.31,1.293,5.13,9,"1 cup, cooked",200.0,288.0,50.0,0.6,9.8,4.6,2.6,10.3,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205070,"Rice, sweet, cooked with honey",4002,Rice,139,31.12,0.4,4.89,0.26,0.072,2.52,0,"1 cup, cooked",175.0,243.2,54.5,0.7,8.6,0.5,0.1,4.4,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205101,Congee,4002,Rice,39,8.4,0.1,0.02,0.08,0.023,0.8,0,1 cup,255.0,99.4,21.4,0.3,0.1,0.2,0.1,2.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
56205130,"Yellow rice, cooked, NS as to fat",4002,Rice,88,19.1,0.5,0.45,0.45,0.0,1.8,0,"1 cup, cooked",158.0,139.0,30.2,0.8,0.7,0.7,0.0,2.8,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205150,"Yellow rice, cooked, no added fat",4002,Rice,88,19.1,0.5,0.45,0.45,0.0,1.8,0,"1 cup, cooked",158.0,139.0,30.2,0.8,0.7,0.7,0.0,2.8,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205170,"Yellow rice, cooked, fat added",4002,Rice,103,18.7,0.4,0.44,2.43,0.375,1.76,0,"1 cup, cooked",163.0,167.9,30.5,0.7,0.7,4.0,0.6,2.9,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205190,"Rice, white, cooked, glutinous",4002,Rice,96,20.97,1.0,0.05,0.19,0.039,2.01,0,"1 cup, cooked",174.0,167.0,36.5,1.7,0.1,0.3,0.1,3.5,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205205,"Rice, wild, 100%, cooked, NS as to fat",4002,Rice,122,20.63,1.7,0.71,3.08,0.415,3.86,0,"1 cup, cooked",164.0,200.1,33.8,2.8,1.2,5.1,0.7,6.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205210,"Rice, wild, 100%, cooked, no added fat",4002,Rice,100,21.21,1.8,0.73,0.34,0.049,3.97,0,"1 cup, cooked",164.0,164.0,34.8,3.0,1.2,0.6,0.1,6.5,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205215,"Rice, wild, 100%, cooked, fat added",4002,Rice,122,20.63,1.7,0.71,3.08,0.415,3.86,0,"1 cup, cooked",164.0,200.1,33.8,2.8,1.2,5.1,0.7,6.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205300,"Rice, white and wild, cooked, no added fat",4002,Rice,79,17.22,0.5,0.11,0.16,0.038,1.82,0,"1 cup, cooked",166.0,131.1,28.6,0.8,0.2,0.3,0.1,3.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
56205310,"Rice, brown and wild, cooked, no added fat",4002,Rice,120,24.9,1.6,0.3,0.88,0.232,2.89,0,"1 cup, cooked",151.0,181.2,37.6,2.4,0.5,1.3,0.4,4.4,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205320,"Rice, white and wild, cooked, fat added",4002,Rice,112,20.62,0.5,0.13,2.14,0.412,2.17,0,"1 cup, cooked",168.0,188.2,34.6,0.8,0.2,3.6,0.7,3.6,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205330,"Rice, white and wild, cooked, NS as to fat",4002,Rice,112,20.62,0.5,0.13,2.14,0.412,2.17,0,"1 cup, cooked",168.0,188.2,34.6,0.8,0.2,3.6,0.7,3.6,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56205340,"Rice, brown and wild, cooked, fat added",4002,Rice,138,24.31,1.6,0.3,3.24,0.544,2.82,0,"1 cup, cooked",155.0,213.9,37.7,2.5,0.5,5.0,0.8,4.4,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56205350,"Rice, brown and wild, cooked, NS as to fat",4002,Rice,112,19.9,0.9,0.25,2.72,0.502,2.2,0,"1 cup, cooked",150.0,168.0,29.8,1.4,0.4,4.1,0.8,3.3,False,False,True,False,0,low,USDA FNDDS 2021-2023
56205410,"Rice, white, cooked with fat, Puerto Rican style",4002,Rice,200,31.9,0.5,0.05,6.3,0.879,2.84,0,"1 cup, cooked",155.0,310.0,49.4,0.8,0.1,9.8,1.4,4.4,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56206990,"Cream of wheat, NFS",4804,Grits and other cooked cereals,65,10.39,0.5,0.04,1.8,0.722,1.44,3,"1 cup, cooked",240.0,156.0,24.9,1.2,0.1,4.3,1.7,3.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
56207016,"Cream of wheat, regular or quick, made with water, no added fat",4804,Grits and other cooked cereals,51,10.57,0.5,0.03,0.21,0.033,1.45,0,"1 cup, cooked",240.0,122.4,25.4,1.2,0.1,0.5,0.1,3.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
56207017,"Cream of wheat, regular or quick, made with water, fat added",4804,Grits and other cooked cereals,65,10.39,0.5,0.04,1.8,0.722,1.44,3,"1 cup, cooked",240.0,156.0,24.9,1.2,0.1,4.3,1.7,3.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
56207030,"Cream of wheat, instant, made with water, no added fat",4804,Grits and other cooked cereals,67,14.42,0.5,3.64,0.21,0.032,1.52,0,"1 cup, cooked",240.0,160.8,34.6,1.2,8.7,0.5,0.1,3.6,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56207060,"Cream of wheat, instant, made with water, fat added",4804,Grits and other cooked cereals,82,14.06,0.5,3.56,2.09,0.844,1.5,4,"1 cup, cooked",240.0,196.8,33.7,1.2,8.5,5.0,2.0,3.6,True,False,True,False,1,medium,USDA FNDDS 2021-2023
56207110,"Bulgur, no added fat",4004,"Pasta, noodles, cooked grains",83,18.48,4.5,0.1,0.24,0.042,3.06,0,"1 cup, cooked",140.0,116.2,25.9,6.3,0.1,0.3,0.1,4.3,False,False,False,False,0,low,USDA FNDDS 2021-2023
56207120,"Bulgur, fat added",4004,"Pasta, noodles, cooked grains",121,17.31,4.2,0.12,5.07,2.13,2.9,9,"1 cup, cooked",140.0,169.4,24.2,5.9,0.2,7.1,3.0,4.1,False,False,False,False,0,low,USDA FNDDS 2021-2023
56207130,"Bulgur, NS as to fat",4004,"Pasta, noodles, cooked grains",83,18.48,4.5,0.1,0.24,0.042,3.06,0,"1 cup, cooked",140.0,116.2,25.9,6.3,0.1,0.3,0.1,4.3,False,False,False,False,0,low,USDA FNDDS 2021-2023
56207160,"Couscous, plain, cooked",4004,"Pasta, noodles, cooked grains",111,23.11,1.4,0.1,0.16,0.029,3.77,0,"1 cup, cooked",160.0,177.6,37.0,2.2,0.2,0.3,0.0,6.0,True,False,False,False,1,medium,USDA FNDDS 2021-2023
56207200,"Whole wheat cereal, cooked",4804,Grits and other cooked cereals,47,10.39,1.3,0.06,0.28,0.041,1.55,0,"1 cup, cooked",240.0,112.8,24.9,3.1,0.1,0.7,0.1,3.7,False,False,False,False,0,low,USDA FNDDS 2021-2023
56207370,"Wheat cereal, chocolate flavored, cooked",4804,Grits and other cooked cereals,49,10.96,1.8,0.08,0.47,0.156,1.79,0,"1 cup, cooked",240.0,117.6,26.3,4.3,0.2,1.1,0.4,4.3,False,False,False,False,0,low,USDA FNDDS 2021-2023
56208500,"Oat bran cereal, cooked",4804,Grits and other cooked cereals,46,12.28,2.9,0.27,1.3,0.246,3.21,0,"1 cup, cooked",240.0,110.4,29.5,7.0,0.6,3.1,0.6,7.7,False,False,False,False,0,low,USDA FNDDS 2021-2023
57100100,"Cereal, ready-to-eat, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",379,77.71,6.6,25.36,4.01,0.694,7.74,0,1 cup,35.0,132.6,27.2,2.3,8.9,1.4,0.2,2.7,False,False,False,False,0,low,USDA FNDDS 2021-2023
57103100,"Cereal, O's, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",385,75.99,7.6,32.35,5.37,0.793,8.62,0,1 cup,40.0,154.0,30.4,3.0,12.9,2.1,0.3,3.4,True,True,False,False,1,high,USDA FNDDS 2021-2023
57119000,"Cereal, crunch",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",398,82.08,2.7,42.75,5.53,1.512,4.31,0,1 cup,35.0,139.3,28.7,0.9,15.0,1.9,0.5,1.5,False,True,True,False,1,medium,USDA FNDDS 2021-2023
57123000,"Cereal, O's, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",374,67.92,10.5,4.9,6.17,1.049,12.42,0,1 cup,30.0,112.2,20.4,3.2,1.5,1.9,0.3,3.7,False,False,False,False,0,low,USDA FNDDS 2021-2023
57124200,"Cereal, chocolate puffs",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",388,81.02,5.0,34.43,4.98,0.653,5.39,0,1 cup,35.0,135.8,28.4,1.8,12.1,1.7,0.2,1.9,False,True,True,False,1,medium,USDA FNDDS 2021-2023
57125000,"Cereal, cinnamon toast",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",414,75.23,5.1,29.78,9.92,0.739,5.88,0,1 cup,40.0,165.6,30.1,2.0,11.9,4.0,0.3,2.4,True,True,False,False,1,high,USDA FNDDS 2021-2023
57126000,"Cereal, chocolate crispy",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,81.85,1.4,35.52,4.24,0.655,5.35,0,1 cup,40.0,152.0,32.7,0.6,14.2,1.7,0.3,2.1,True,True,True,False,1,high,USDA FNDDS 2021-2023
57132000,"Cereal, corn squares",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",369,77.14,5.4,10.44,2.61,0.264,7.88,0,1 cup,30.0,110.7,23.1,1.6,3.1,0.8,0.1,2.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
57134000,"Cereal, corn flakes, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",365,79.52,3.5,9.44,1.6,0.198,6.4,0,1 cup,30.0,109.5,23.9,1.0,2.8,0.5,0.1,1.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
57137000,"Cereal, corn puffs",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",371,77.82,7.3,12.24,2.57,0.259,7.74,0,1 cup,25.0,92.8,19.5,1.8,3.1,0.6,0.1,1.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
57151000,"Cereal, rice crispy, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",358,79.81,0.4,9.85,1.21,0.343,6.96,0,1 cup,25.0,89.5,20.0,0.1,2.5,0.3,0.1,1.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
57207000,"Cereal, bran flakes, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",361,75.03,20.5,15.27,2.42,0.191,9.65,0,1 cup,50.0,180.5,37.5,10.2,7.6,1.2,0.1,4.8,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57214000,"Cereal, shredded wheat, flavored",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",367,78.92,10.3,20.0,1.41,0.123,9.52,0,1 cup,50.0,183.5,39.5,5.2,10.0,0.7,0.1,4.8,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57216000,"Cereal, rice crispy, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",372,86.01,0.3,39.21,0.92,0.231,4.95,0,1 cup,40.0,148.8,34.4,0.1,15.7,0.4,0.1,2.0,True,True,True,False,1,high,USDA FNDDS 2021-2023
57221700,"Cereal, fruit rings",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",383,82.24,5.4,31.64,3.23,0.787,5.14,0,1 cup,30.0,114.9,24.7,1.6,9.5,1.0,0.2,1.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
57223000,"Cereal, fruit crispy",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",384,82.9,0.3,33.83,3.89,0.435,4.28,0,1 cup,35.0,134.4,29.0,0.1,11.8,1.4,0.2,1.5,False,True,True,False,1,medium,USDA FNDDS 2021-2023
57227000,"Cereal, granola",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",420,67.35,7.4,22.24,13.01,1.335,9.82,0,1 cup,110.0,462.0,74.1,8.1,24.5,14.3,1.5,10.8,True,True,False,False,1,high,USDA FNDDS 2021-2023
57237100,"Cereal, oat bunches",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",392,76.25,4.6,20.66,6.06,0.545,7.43,0,1 cup,45.0,176.4,34.3,2.1,9.3,2.7,0.2,3.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57240100,"Cereal, corn squares, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,80.74,4.7,25.94,3.32,0.281,5.58,0,1 cup,40.0,152.0,32.3,1.9,10.4,1.3,0.1,2.2,True,True,True,False,1,high,USDA FNDDS 2021-2023
57241000,"Cereal, O's, honey nut",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",385,75.99,7.6,32.35,5.37,0.793,8.62,0,1 cup,40.0,154.0,30.4,3.0,12.9,2.1,0.3,3.4,True,True,False,False,1,high,USDA FNDDS 2021-2023
57301600,"Cereal, multigrain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",373,73.96,14.6,20.14,3.59,0.46,11.64,0,1 cup,50.0,186.5,37.0,7.3,10.1,1.8,0.2,5.8,True,True,False,False,1,high,USDA FNDDS 2021-2023
57304100,"Cereal, oat squares",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",379,73.27,8.0,20.52,5.22,0.878,10.4,0,1 cup,45.0,170.6,33.0,3.6,9.2,2.3,0.4,4.7,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57305150,"Cereal, frosted oats with marshmallows",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",372,76.61,6.1,33.72,4.07,0.68,8.17,0,1 cup,35.0,130.2,26.8,2.1,11.8,1.4,0.2,2.9,False,True,False,False,1,medium,USDA FNDDS 2021-2023
57308400,"Cereal, O's, multigrain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",373,76.24,10.9,20.49,3.76,0.618,8.54,0,1 cup,30.0,111.9,22.9,3.3,6.1,1.1,0.2,2.6,False,False,False,False,0,low,USDA FNDDS 2021-2023
57329000,"Cereal, bran flakes, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",353,78.74,12.4,29.33,1.18,0.113,8.13,0,1 cup,60.0,211.8,47.2,7.4,17.6,0.7,0.1,4.9,True,True,False,False,1,high,USDA FNDDS 2021-2023
57336000,"Cereal, rice squares",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,77.43,5.4,6.97,2.19,0.41,7.01,0,1 cup,30.0,107.1,23.2,1.6,2.1,0.7,0.1,2.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
57344000,"Cereal, K's, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",356,68.01,3.2,13.01,1.58,0.252,19.04,0,1 cup,35.0,124.6,23.8,1.1,4.6,0.6,0.1,6.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
57344010,"Cereal, K's, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",363,80.94,8.0,28.38,1.15,0.189,7.33,0,1 cup,35.0,127.0,28.3,2.8,9.9,0.4,0.1,2.6,False,False,False,False,0,low,USDA FNDDS 2021-2023
57347000,"Cereal, flavored puffs",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,83.81,2.2,37.12,2.16,0.183,5.66,0,1 cup,30.0,114.0,25.1,0.7,11.1,0.6,0.1,1.7,False,True,True,False,1,medium,USDA FNDDS 2021-2023
57348000,"Cereal, corn flakes, flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",375,84.68,2.6,32.53,1.27,0.148,4.77,0,1 cup,40.0,150.0,33.9,1.0,13.0,0.5,0.1,1.9,True,True,True,False,1,high,USDA FNDDS 2021-2023
57401100,"Cereal, O's, NFS",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",379,71.96,9.1,18.63,5.77,0.921,10.52,0,1 cup,35.0,132.6,25.2,3.2,6.5,2.0,0.3,3.7,False,False,False,False,0,low,USDA FNDDS 2021-2023
57411000,"Cereal, wheat squares",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",356,75.04,13.5,10.14,1.52,0.135,10.48,0,1 cup,60.0,213.6,45.0,8.1,6.1,0.9,0.1,6.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57412000,Wheat germ,9999,Not included in a food category,382,49.6,15.1,7.8,10.7,1.83,29.1,0,1 cup,120.0,458.4,59.5,18.1,9.4,12.8,2.2,34.9,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57416000,"Cereal, plain puffs",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,77.2,8.7,0.22,1.66,0.32,9.5,0,1 cup,15.0,53.6,11.6,1.3,0.0,0.2,0.0,1.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
57417000,"Cereal, shredded wheat, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",358,73.85,13.0,0.27,1.68,0.153,11.88,0,1 cup,45.0,161.1,33.2,5.8,0.1,0.8,0.1,5.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57418000,"Cereal, wheat flakes",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",359,76.27,10.4,14.0,1.47,0.13,10.06,0,1 cup,40.0,143.6,30.5,4.2,5.6,0.6,0.1,4.0,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57420100,"Cereal, other, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",381,78.46,4.8,25.35,4.44,0.64,6.88,0,1 cup,35.0,133.4,27.5,1.7,8.9,1.6,0.2,2.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
57420110,"Cereal, other, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",370,73.72,7.0,7.17,3.89,0.624,9.41,0,1 cup,30.0,111.0,22.1,2.1,2.2,1.2,0.2,2.8,False,False,False,False,0,low,USDA FNDDS 2021-2023
57420120,"Cereal, other, fruit flavored",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",383,82.57,2.9,32.73,3.56,0.611,4.71,0,1 cup,40.0,153.2,33.0,1.2,13.1,1.4,0.2,1.9,True,True,True,False,1,high,USDA FNDDS 2021-2023
57420130,"Cereal, other, chocolate",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",384,81.44,3.2,34.97,4.61,0.654,5.37,0,1 cup,40.0,153.6,32.6,1.3,14.0,1.8,0.3,2.1,True,True,True,False,1,high,USDA FNDDS 2021-2023
57420140,"Cereal, other, peanut butter",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",422,73.05,5.0,31.09,11.1,1.19,7.34,0,1 cup,40.0,168.8,29.2,2.0,12.4,4.4,0.5,2.9,False,True,False,False,1,medium,USDA FNDDS 2021-2023
57420150,"Cereal, other, honey",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",388,76.12,6.1,26.51,5.71,0.669,8.02,0,1 cup,40.0,155.2,30.4,2.4,10.6,2.3,0.3,3.2,True,True,False,False,1,high,USDA FNDDS 2021-2023
57420160,"Cereal, reduced sugar",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",376,76.89,6.4,19.79,3.67,0.454,8.42,0,1 cup,35.0,131.6,26.9,2.2,6.9,1.3,0.2,2.9,False,False,False,False,0,low,USDA FNDDS 2021-2023
57601100,Wheat bran,9999,Not included in a food category,216,64.51,42.8,0.41,4.25,0.63,15.55,0,1 cup,60.0,129.6,38.7,25.7,0.2,2.6,0.4,9.3,True,False,False,False,1,medium,USDA FNDDS 2021-2023
57602100,"Oats, raw",9999,Not included in a food category,379,67.7,10.1,0.99,6.52,1.11,13.15,0,1 cup,80.0,303.2,54.2,8.1,0.8,5.2,0.9,10.5,True,False,False,False,1,medium,USDA FNDDS 2021-2023
