food_code,food_name,wweia_cat_num,wweia_cat_name,energy_kcal,carb_g,fiber_g,sugar_g,fat_g,sat_fat_g,protein_g,cholesterol_mg,portion_desc,portion_weight_g,energy_kcal_per_serving,carb_g_per_serving,fiber_g_per_serving,sugar_g_per_serving,fat_g_per_serving,sat_fat_g_per_serving,protein_g_per_serving,high_carb,high_sugar,low_fiber,high_sat_fat,diabetes_flag,ada_risk_level,source
14420200,"Cheese spread, cream cheese",8006,"Cream cheese, sour cream, whipped cream",295,3.5,0.0,3.5,28.6,18.02,7.1,90,1 cup,240.0,708.0,8.4,0.0,8.4,68.6,43.2,17.0,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14420300,"Cheese spread, pressurized can",1602,Cheese,290,8.73,0.0,7.32,21.23,13.327,16.41,55,1 cup,225.0,652.5,19.6,0.0,16.5,47.8,30.0,36.9,False,True,True,True,1,high,USDA FNDDS 2021-2023
14502000,Imitation cheese,1602,Cheese,390,1.0,0.0,1.0,32.0,5.815,25.0,15,1 slice,21.0,81.9,0.2,0.0,0.2,6.7,1.2,5.2,False,False,True,False,0,low,USDA FNDDS 2021-2023
14610200,"Cheese, cottage cheese, with gelatin dessert",1604,Cottage/ricotta cheese,83,9.03,0.0,7.66,2.27,1.4,6.82,10,1 cup,240.0,199.2,21.7,0.0,18.4,5.4,3.4,16.4,False,True,True,False,1,medium,USDA FNDDS 2021-2023
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",1604,Cottage/ricotta cheese,75,9.91,0.4,8.52,1.74,1.062,5.32,7,1 cup,240.0,180.0,23.8,1.0,20.4,4.2,2.5,12.8,False,True,True,False,1,medium,USDA FNDDS 2021-2023
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",1604,Cottage/ricotta cheese,85,7.11,0.2,5.37,2.8,1.717,8.03,12,1 cup,240.0,204.0,17.1,0.5,12.9,6.7,4.1,19.3,False,True,True,False,1,medium,USDA FNDDS 2021-2023
14610520,Cheese ball,1602,Cheese,441,4.84,1.2,1.74,38.88,14.55,17.89,71,1 tablespoon,15.0,66.2,0.7,0.2,0.3,5.8,2.2,2.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620110,Artichoke dip,8412,"Dips, gravies, other sauces",331,5.78,0.9,2.08,32.67,8.459,3.86,37,1 tablespoon,15.0,49.6,0.9,0.1,0.3,4.9,1.3,0.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620115,Spinach and artichoke dip,8412,"Dips, gravies, other sauces",329,5.07,1.2,1.52,32.76,8.476,4.21,37,1 tablespoon,15.0,49.4,0.8,0.2,0.2,4.9,1.3,0.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620130,Seafood dip,8412,"Dips, gravies, other sauces",337,4.2,0.2,1.95,32.8,8.474,6.18,71,1 tablespoon,15.0,50.6,0.6,0.0,0.3,4.9,1.3,0.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620150,Cheese dip with chili pepper,8412,"Dips, gravies, other sauces",143,11.14,0.7,1.95,9.51,2.491,3.14,9,1 tablespoon,15.0,21.4,1.7,0.1,0.3,1.4,0.4,0.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620200,Cheese dip,8412,"Dips, gravies, other sauces",163,7.86,0.3,0.29,13.27,3.08,3.14,9,1 tablespoon,15.0,24.4,1.2,0.0,0.0,2.0,0.5,0.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620300,Topping from cheese pizza,3602,Pizza,230,7.62,1.0,4.38,14.67,8.024,16.86,45,Topping from 1 piece,40.0,92.0,3.0,0.4,1.8,5.9,3.2,6.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620310,Topping from vegetable pizza,3602,Pizza,247,12.18,1.9,5.75,15.61,7.622,15.59,40,Topping from 1 piece,49.0,121.0,6.0,0.9,2.8,7.6,3.7,7.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620320,Topping from meat pizza,3602,Pizza,321,5.65,0.7,3.2,24.52,10.647,19.19,68,Topping from 1 piece,41.0,131.6,2.3,0.3,1.3,10.1,4.4,7.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
14620330,Topping from meat and vegetable pizza,3602,Pizza,299,7.66,1.0,4.09,22.03,9.55,17.55,61,Topping from 1 piece,51.0,152.5,3.9,0.5,2.1,11.2,4.9,9.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
14630100,Cheese fondue,8412,"Dips, gravies, other sauces",276,1.95,0.0,0.53,21.2,12.415,19.32,68,1 tablespoon,13.0,35.9,0.3,0.0,0.1,2.8,1.6,2.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
14630200,Cheese souffle,2502,Eggs and omelets,207,6.38,0.1,2.44,16.01,8.267,9.43,157,1 cup,95.0,196.6,6.1,0.1,2.3,15.2,7.9,9.0,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14630300,Welsh rarebit,8412,"Dips, gravies, other sauces",165,6.32,0.1,4.21,12.26,5.449,7.5,26,1 tablespoon,15.0,24.8,0.9,0.0,0.6,1.8,0.8,1.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
14640000,"Cheese sandwich, NFS",3720,Cheese sandwiches,297,31.89,1.4,5.08,13.29,6.91,12.46,36,1 sandwich,102.0,302.9,32.5,1.4,5.2,13.6,7.0,12.7,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640002,"Cheese sandwich, American cheese, on white bread",3720,Cheese sandwiches,297,31.89,1.4,5.08,13.29,6.91,12.46,36,1 sandwich,102.0,302.9,32.5,1.4,5.2,13.6,7.0,12.7,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640004,"Cheese sandwich, American cheese, on wheat bread",3720,Cheese sandwiches,295,29.67,3.2,5.0,13.52,6.85,13.62,36,1 sandwich,102.0,300.9,30.3,3.3,5.1,13.8,7.0,13.9,True,False,False,True,1,medium,USDA FNDDS 2021-2023
14640008,"Cheese sandwich, cheddar cheese, on white bread",3720,Cheese sandwiches,325,29.95,1.4,3.28,16.11,8.389,15.14,41,1 sandwich,102.0,331.5,30.5,1.4,3.3,16.4,8.6,15.4,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640010,"Cheese sandwich, cheddar cheese, on wheat bread",3720,Cheese sandwiches,323,27.72,3.2,3.2,16.34,8.329,16.3,41,1 sandwich,102.0,329.5,28.3,3.3,3.3,16.7,8.5,16.6,False,False,False,True,0,low,USDA FNDDS 2021-2023
14640014,"Cheese sandwich, reduced fat cheese, on white bread",3720,Cheese sandwiches,256,33.31,1.4,6.44,7.92,4.127,12.79,22,1 sandwich,102.0,261.1,34.0,1.4,6.6,8.1,4.2,13.0,True,False,True,False,1,medium,USDA FNDDS 2021-2023
14640016,"Cheese sandwich, reduced fat cheese, on wheat bread",3720,Cheese sandwiches,254,31.08,3.2,6.36,8.14,4.068,13.95,22,1 sandwich,102.0,259.1,31.7,3.3,6.5,8.3,4.1,14.2,True,False,False,False,1,medium,USDA FNDDS 2021-2023
14640100,"Grilled cheese sandwich, NFS",3720,Cheese sandwiches,343,28.09,1.2,4.51,20.78,9.999,11.03,48,1 sandwich,116.0,397.9,32.6,1.4,5.2,24.1,11.6,12.8,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640105,"Grilled cheese sandwich, American cheese, on white bread",3720,Cheese sandwiches,343,28.09,1.2,4.51,20.78,9.999,11.03,48,1 sandwich,116.0,397.9,32.6,1.4,5.2,24.1,11.6,12.8,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640110,"Grilled cheese sandwich, American cheese, on wheat bread",3720,Cheese sandwiches,341,26.13,2.8,4.44,20.98,9.947,12.05,48,1 sandwich,116.0,395.6,30.3,3.2,5.2,24.3,11.5,14.0,True,False,False,True,1,medium,USDA FNDDS 2021-2023
14640125,"Grilled cheese sandwich, cheddar cheese, on white bread",3720,Cheese sandwiches,368,26.38,1.2,2.92,23.26,11.299,13.38,53,1 sandwich,116.0,426.9,30.6,1.4,3.4,27.0,13.1,15.5,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640130,"Grilled cheese sandwich, cheddar cheese, on wheat bread",3720,Cheese sandwiches,366,24.42,2.8,2.85,23.46,11.247,14.4,53,1 sandwich,116.0,424.6,28.3,3.2,3.3,27.2,13.0,16.7,False,False,False,True,0,low,USDA FNDDS 2021-2023
14640155,"Grilled cheese sandwich, reduced fat cheese, on white bread",3720,Cheese sandwiches,307,29.33,1.2,5.71,16.05,7.552,11.32,36,1 sandwich,116.0,356.1,34.0,1.4,6.6,18.6,8.8,13.1,True,False,True,True,1,high,USDA FNDDS 2021-2023
14640160,"Grilled cheese sandwich, reduced fat cheese, on wheat bread",3720,Cheese sandwiches,305,27.38,2.8,5.64,16.25,7.5,12.34,36,1 sandwich,116.0,353.8,31.8,3.2,6.5,18.8,8.7,14.3,True,False,False,True,1,medium,USDA FNDDS 2021-2023
14650100,Cheese sauce,8412,"Dips, gravies, other sauces",163,7.86,0.3,0.29,13.27,3.08,3.14,9,1 tablespoon,16.0,26.1,1.3,0.0,0.0,2.1,0.5,0.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
14650160,Alfredo sauce,8412,"Dips, gravies, other sauces",150,1.77,0.0,0.9,15.0,8.523,2.12,44,1 cup,260.0,390.0,4.6,0.0,2.3,39.0,22.2,5.5,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650165,Alfredo sauce with added vegetables,8412,"Dips, gravies, other sauces",122,2.65,0.4,1.44,11.54,6.534,2.07,33,1 cup,260.0,317.2,6.9,1.0,3.7,30.0,17.0,5.4,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650170,Alfredo sauce with meat,8412,"Dips, gravies, other sauces",171,1.44,0.0,0.73,15.34,8.135,6.52,52,1 cup,260.0,444.6,3.7,0.0,1.9,39.9,21.2,17.0,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650175,Alfredo sauce with meat and added vegetables,8412,"Dips, gravies, other sauces",148,2.15,0.3,1.17,12.53,6.519,6.47,43,1 cup,260.0,384.8,5.6,0.8,3.0,32.6,16.9,16.8,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650180,Alfredo sauce with poultry,8412,"Dips, gravies, other sauces",156,1.44,0.0,0.73,13.6,7.282,6.87,53,1 cup,260.0,405.6,3.7,0.0,1.9,35.4,18.9,17.9,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650185,Alfredo sauce with poultry and added vegetables,8412,"Dips, gravies, other sauces",133,2.15,0.3,1.17,10.79,5.666,6.83,45,1 cup,260.0,345.8,5.6,0.8,3.0,28.1,14.7,17.8,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650190,Alfredo sauce with seafood,8412,"Dips, gravies, other sauces",145,1.99,0.0,0.73,12.46,6.972,5.91,64,1 cup,260.0,377.0,5.2,0.0,1.9,32.4,18.1,15.4,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14650195,Alfredo sauce with seafood and added vegetables,8412,"Dips, gravies, other sauces",122,2.7,0.3,1.17,9.66,5.355,5.87,55,1 cup,260.0,317.2,7.0,0.8,3.0,25.1,13.9,15.3,False,False,True,True,0,medium,USDA FNDDS 2021-2023
14660200,"Mozzarella sticks, breaded, baked, or fried",1602,Cheese,325,25.14,2.0,2.36,18.33,6.848,14.75,36,1 nugget,7.0,22.8,1.8,0.1,0.2,1.3,0.5,1.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",6432,"Coleslaw, non-lettuce salads",139,3.86,0.8,2.32,10.87,4.18,7.17,18,1 cup,160.0,222.4,6.2,1.3,3.7,17.4,6.7,11.5,False,False,True,True,0,medium,USDA FNDDS 2021-2023
20000000,"Meat, NFS",2002,"Beef, excludes ground",215,0.0,0.0,0.0,11.29,4.345,27.13,82,"1 piece/slice, any size",30.0,64.5,0.0,0.0,0.0,3.4,1.3,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
20000200,"Meat, ground, NFS",2004,Ground beef,262,0.0,0.0,0.0,17.04,6.502,25.62,88,1 patty,85.0,222.7,0.0,0.0,0.0,14.5,5.5,21.8,False,False,True,True,0,medium,USDA FNDDS 2021-2023
20000300,"Baby Toddler meat, NFS",9008,Baby food: meat and dinners,112,1.25,0.0,0.0,5.99,1.686,12.58,55,1 tablespoon,15.0,16.8,0.2,0.0,0.0,0.9,0.3,1.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21000100,"Beef, NFS",2002,"Beef, excludes ground",231,0.0,0.0,0.0,13.04,5.224,27.13,85,"1 piece/slice, any size",30.0,69.3,0.0,0.0,0.0,3.9,1.6,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21001000,"Steak, NS as to type of meat, NS as to fat eaten",2002,"Beef, excludes ground",230,0.0,0.0,0.0,12.99,5.307,26.95,83,"1 piece/slice, any size",30.0,69.0,0.0,0.0,0.0,3.9,1.6,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101000,"Beef, steak, NFS",2002,"Beef, excludes ground",229,0.0,0.0,0.0,12.88,5.288,27.0,83,"1 piece/slice, any size",30.0,68.7,0.0,0.0,0.0,3.9,1.6,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101140,"Beef, steak, chuck",2002,"Beef, excludes ground",225,0.21,0.0,0.0,13.43,5.647,25.97,92,"1 piece/slice, any size",30.0,67.5,0.1,0.0,0.0,4.0,1.7,7.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101150,"Beef, steak, cube",2002,"Beef, excludes ground",187,0.0,0.0,0.0,7.1,2.118,28.83,83,"1 piece/slice, any size",30.0,56.1,0.0,0.0,0.0,2.1,0.6,8.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101160,"Beef, steak, flank",2002,"Beef, excludes ground",243,0.0,0.0,0.0,14.09,5.017,29.13,91,"1 piece/slice, any size",30.0,72.9,0.0,0.0,0.0,4.2,1.5,8.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101170,"Beef, steak, ribeye, NS as to fat eaten",2002,"Beef, excludes ground",260,0.0,0.0,0.0,17.73,7.703,24.99,79,"1 piece/slice, any size",30.0,78.0,0.0,0.0,0.0,5.3,2.3,7.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101180,"Beef, steak, ribeye, lean and fat eaten",2002,"Beef, excludes ground",289,0.0,0.0,0.0,21.64,9.607,23.5,79,"1 piece/slice, any size",30.0,86.7,0.0,0.0,0.0,6.5,2.9,7.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
21101190,"Beef, steak, ribeye, lean only eaten",2002,"Beef, excludes ground",230,0.0,0.0,0.0,13.83,5.799,26.47,79,"1 piece/slice, any size",30.0,69.0,0.0,0.0,0.0,4.1,1.7,7.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102140,"Beef, steak, round",2002,"Beef, excludes ground",166,0.0,0.0,0.0,4.25,1.774,29.72,85,"1 piece/slice, any size",30.0,49.8,0.0,0.0,0.0,1.3,0.5,8.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102150,"Beef, steak, sirloin, NS as to fat eaten",2002,"Beef, excludes ground",239,0.0,0.0,0.0,13.98,5.454,27.14,85,"1 piece/slice, any size",30.0,71.7,0.0,0.0,0.0,4.2,1.6,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102160,"Beef, steak, sirloin, lean and fat eaten",2002,"Beef, excludes ground",262,0.0,0.0,0.0,16.65,6.556,26.23,87,"1 piece/slice, any size",30.0,78.6,0.0,0.0,0.0,5.0,2.0,7.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102170,"Beef, steak, sirloin, lean only eaten",2002,"Beef, excludes ground",216,0.0,0.0,0.0,11.32,4.352,28.05,82,"1 piece/slice, any size",30.0,64.8,0.0,0.0,0.0,3.4,1.3,8.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102180,"Beef, steak, strip, NS as to fat eaten",2002,"Beef, excludes ground",239,0.0,0.0,0.0,13.98,5.454,27.14,85,"1 piece/slice, any size",30.0,71.7,0.0,0.0,0.0,4.2,1.6,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21102190,"Beef, steak, strip, lean and fat eaten",2002,"Beef, excludes ground",262,0.0,0.0,0.0,16.65,6.556,26.23,87,"1 piece/slice, any size",30.0,78.6,0.0,0.0,0.0,5.0,2.0,7.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21103140,"Beef, steak, strip, lean only eaten",2002,"Beef, excludes ground",216,0.0,0.0,0.0,11.32,4.352,28.05,82,"1 piece/slice, any size",30.0,64.8,0.0,0.0,0.0,3.4,1.3,8.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
21103150,"Beef, steak, T-bone, NS as to fat eaten",2002,"Beef, excludes ground",252,0.0,0.0,0.0,15.56,6.222,26.16,82,"1 piece/slice, any size",30.0,75.6,0.0,0.0,0.0,4.7,1.9,7.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
21103160,"Beef, steak, T-bone,  lean and fat eaten",2002,"Beef, excludes ground",274,0.0,0.0,0.0,18.42,7.422,25.2,82,"1 piece/slice, any size",30.0,82.2,0.0,0.0,0.0,5.5,2.2,7.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
21103170,"Beef, steak, T-bone, lean only eaten",2002,"Beef, excludes ground",230,0.0,0.0,0.0,12.69,5.022,27.12,82,"1 piece/slice, any size",30.0,69.0,0.0,0.0,0.0,3.8,1.5,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21103180,"Beef, steak, tenderloin",2002,"Beef, excludes ground",196,0.0,0.0,0.0,8.25,3.27,30.46,92,"1 piece/slice, any size",30.0,58.8,0.0,0.0,0.0,2.5,1.0,9.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21104110,"Beef, steak, country fried",2002,"Beef, excludes ground",306,7.94,0.3,0.13,21.05,5.909,19.9,66,"1 piece/slice, any size",30.0,91.8,2.4,0.1,0.0,6.3,1.8,6.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
21301000,"Beef, oxtails",2002,"Beef, excludes ground",257,0.0,0.0,0.0,16.46,6.728,25.9,86,1 tail,240.0,616.8,0.0,0.0,0.0,39.5,16.1,62.2,False,False,True,True,0,medium,USDA FNDDS 2021-2023
21302000,"Beef, neck bones",2002,"Beef, excludes ground",257,0.0,0.0,0.0,16.46,6.728,25.9,86,1 neckbone,45.0,115.6,0.0,0.0,0.0,7.4,3.0,11.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
21304200,"Beef, shortribs",2002,"Beef, excludes ground",253,12.13,0.3,9.89,14.1,5.495,18.2,67,"1 rib (yield after cooking, bone removed)",70.0,177.1,8.5,0.2,6.9,9.9,3.8,12.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
21305000,"Beef, cow head",2002,"Beef, excludes ground",257,0.0,0.0,0.0,16.46,6.728,25.9,86,1 oz yields,8.0,20.6,0.0,0.0,0.0,1.3,0.5,2.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21401000,"Beef, roast",2002,"Beef, excludes ground",206,0.0,0.0,0.0,9.72,3.799,29.08,89,1 regular/thin slice,60.0,123.6,0.0,0.0,0.0,5.8,2.3,17.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
21407000,"Beef, pot roast",2002,"Beef, excludes ground",251,0.0,0.0,0.0,15.35,6.083,28.39,101,1 regular/thin slice,60.0,150.6,0.0,0.0,0.0,9.2,3.6,17.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
21410000,"Beef, stew meat",2002,"Beef, excludes ground",251,0.0,0.0,0.0,15.35,6.083,28.39,101,1 oz yields,20.0,50.2,0.0,0.0,0.0,3.1,1.2,5.7,False,False,True,False,0,low,USDA FNDDS 2021-2023
21416000,"Beef, corned",2602,Cold cuts and cured meats,251,0.47,0.0,0.0,18.98,6.34,18.17,98,"1 piece/slice, any size",30.0,75.3,0.1,0.0,0.0,5.7,1.9,5.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
21417100,"Beef, brisket",2002,"Beef, excludes ground",231,0.0,0.0,0.0,12.04,4.616,29.41,94,1 regular/thin slice,60.0,138.6,0.0,0.0,0.0,7.2,2.8,17.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
21420100,"Beef, sandwich steak",2002,"Beef, excludes ground",326,0.0,0.0,0.0,27.59,11.597,18.26,73,1 slice,30.0,97.8,0.0,0.0,0.0,8.3,3.5,5.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
21500000,"Beef, ground, raw",2004,Ground beef,213,0.0,0.0,0.0,14.88,5.67,18.44,67,1 cup,225.0,479.2,0.0,0.0,0.0,33.5,12.8,41.5,False,False,True,True,0,medium,USDA FNDDS 2021-2023
21500100,"Beef, ground",2004,Ground beef,261,0.0,0.0,0.0,16.82,6.455,25.55,87,1 oz yields,20.0,52.2,0.0,0.0,0.0,3.4,1.3,5.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
21500310,"Beef, ground, patty",2004,Ground beef,272,0.0,0.0,0.0,18.18,6.95,25.45,87,1 miniature patty,30.0,81.6,0.0,0.0,0.0,5.5,2.1,7.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
21601000,"Beef, bacon, cooked",2604,Bacon,449,1.4,0.0,0.0,34.4,14.35,31.3,119,"1 oz, cooked",28.35,127.3,0.4,0.0,0.0,9.8,4.1,8.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
21601010,"Beef, bacon, reduced sodium, cooked",2604,Bacon,541,1.43,0.0,0.0,41.78,13.739,37.04,110,"1 oz, cooked",28.35,153.4,0.4,0.0,0.0,11.8,3.9,10.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
21602000,"Beef, dried, chipped, uncooked",2602,Cold cuts and cured meats,153,2.76,0.0,2.7,1.94,0.95,31.1,79,1 oz,28.35,43.4,0.8,0.0,0.8,0.5,0.3,8.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
21602010,"Beef, dried, chipped, cooked in fat",2602,Cold cuts and cured meats,225,2.5,0.0,2.44,11.32,4.61,28.12,81,"1 oz, cooked",28.35,63.8,0.7,0.0,0.7,3.2,1.3,8.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
21602100,Beef jerky,2602,Cold cuts and cured meats,410,11.0,1.8,9.0,25.6,10.85,33.2,48,"1 cup, pieces",90.0,369.0,9.9,1.6,8.1,23.0,9.8,29.9,False,False,True,True,0,medium,USDA FNDDS 2021-2023
21701010,Baby Toddler beef,9008,Baby food: meat and dinners,81,2.43,0.0,0.0,2.52,1.18,12.03,51,1 tablespoon,15.0,12.2,0.4,0.0,0.0,0.4,0.2,1.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
22000100,"Pork, NFS",2006,Pork,192,0.0,0.0,0.0,8.67,3.026,27.14,77,"1 slice, any size",30.0,57.6,0.0,0.0,0.0,2.6,0.9,8.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
22002000,"Pork, ground",2006,Pork,299,0.0,0.0,0.0,21.22,7.394,26.92,96,1 patty,85.0,254.2,0.0,0.0,0.0,18.0,6.3,22.9,False,False,True,True,0,medium,USDA FNDDS 2021-2023
22002050,"Pork, carnitas",2006,Pork,271,0.0,0.0,0.0,18.33,6.586,24.57,96,1 oz yields,20.0,54.2,0.0,0.0,0.0,3.7,1.3,4.9,False,False,True,False,0,low,USDA FNDDS 2021-2023
22002800,Pork jerky,2602,Cold cuts and cured meats,412,9.73,0.0,9.75,24.73,9.192,35.0,137,1 cubic inch,20.0,82.4,1.9,0.0,2.0,4.9,1.8,7.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101000,"Pork, chop, NS as to fat eaten",2006,Pork,183,0.0,0.0,0.0,7.55,2.602,27.5,71,1 thin,90.0,164.7,0.0,0.0,0.0,6.8,2.3,24.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101010,"Pork, chop, lean and fat eaten",2006,Pork,195,0.01,0.0,0.0,9.17,3.176,26.97,72,1 thin,90.0,175.5,0.0,0.0,0.0,8.3,2.9,24.3,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101020,"Pork, chop, lean only eaten",2006,Pork,171,0.0,0.0,0.0,5.94,2.029,28.03,71,1 thin,90.0,153.9,0.0,0.0,0.0,5.3,1.8,25.2,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101300,"Pork, chop, coated, NS as to fat eaten",2006,Pork,219,7.2,0.4,0.62,9.18,2.678,25.54,63,1 thin,90.0,197.1,6.5,0.4,0.6,8.3,2.4,23.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101310,"Pork, chop, coated, lean and fat eaten",2006,Pork,229,7.16,0.4,0.62,10.58,3.18,25.06,63,1 thin,90.0,206.1,6.4,0.4,0.6,9.5,2.9,22.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101320,"Pork, chop, coated, lean only eaten",2006,Pork,208,7.16,0.4,0.62,7.74,2.171,25.99,62,1 thin,90.0,187.2,6.4,0.4,0.6,7.0,2.0,23.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
22101330,"Pork, chop, stuffed",3002,Meat mixed dishes,190,7.82,1.0,0.0,9.04,2.668,18.37,46,"1 chop, any size",180.0,342.0,14.1,1.8,0.0,16.3,4.8,33.1,False,False,True,False,0,low,USDA FNDDS 2021-2023
22201100,"Pork, steak, NS as to fat eaten",2006,Pork,247,0.0,0.0,0.0,15.08,5.664,25.93,98,"1 slice, any size",30.0,74.1,0.0,0.0,0.0,4.5,1.7,7.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
22201110,"Pork, steak, lean and fat eaten",2006,Pork,264,0.01,0.0,0.0,17.36,6.456,25.15,97,"1 slice, any size",30.0,79.2,0.0,0.0,0.0,5.2,1.9,7.5,False,False,True,False,0,low,USDA FNDDS 2021-2023
22201120,"Pork, steak, lean only eaten",2006,Pork,230,0.0,0.0,0.0,12.8,4.873,26.71,99,"1 slice, any size",30.0,69.0,0.0,0.0,0.0,3.8,1.5,8.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
22201400,"Pork, steak, coated",2006,Pork,275,7.2,0.4,0.62,15.8,5.372,24.16,86,"1 slice, any size",30.0,82.5,2.2,0.1,0.2,4.7,1.6,7.2,False,False,True,False,0,low,USDA FNDDS 2021-2023
22210300,"Pork, tenderloin",2006,Pork,134,0.09,0.0,0.0,3.38,1.155,24.65,68,"1 slice, any size",30.0,40.2,0.0,0.0,0.0,1.0,0.3,7.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
22311000,Ham,2602,Cold cuts and cured meats,117,1.58,0.0,1.54,3.87,1.285,19.04,54,1 regular/thin slice,60.0,70.2,0.9,0.0,0.9,2.3,0.8,11.4,False,False,True,False,0,low,USDA FNDDS 2021-2023
22311450,"Ham, prosciutto",2602,Cold cuts and cured meats,195,0.3,0.0,0.0,8.32,2.78,27.8,70,1 thin slice,9.2,17.9,0.0,0.0,0.0,0.8,0.3,2.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
22311500,"Ham, canned",2602,Cold cuts and cured meats,167,0.49,0.0,0.0,8.43,2.81,20.94,41,1 regular/thin slice,60.0,100.2,0.3,0.0,0.0,5.1,1.7,12.6,False,False,True,False,0,low,USDA FNDDS 2021-2023
22321110,"Ham, ground",2602,Cold cuts and cured meats,167,0.49,0.0,0.0,8.43,2.81,20.94,41,1 patty,85.0,142.0,0.4,0.0,0.0,7.2,2.4,17.8,False,False,True,False,0,low,USDA FNDDS 2021-2023
22400100,"Pork, roast",2006,Pork,181,0.0,0.0,0.0,7.49,2.364,26.63,79,1 regular/thin slice,60.0,108.6,0.0,0.0,0.0,4.5,1.4,16.0,False,False,True,False,0,low,USDA FNDDS 2021-2023
