high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
51161000,"Pan Dulce, with fruit, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,27.3,-1.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161000,"Pan Dulce, with fruit, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,12.5,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161000,"Pan Dulce, with fruit, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,26.9,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161020,"Roll, sweet, with fruit, frosted","Doughnuts, sweet rolls, pastries",53.6,2.0,1 small,54.0,28.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,28.7,-1.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161020,"Roll, sweet, with fruit, frosted","Doughnuts, sweet rolls, pastries",53.6,2.0,1 small,54.0,28.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,13.9,13.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161020,"Roll, sweet, with fruit, frosted","Doughnuts, sweet rolls, pastries",53.6,2.0,1 small,54.0,28.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,28.3,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161030,"Roll, sweet, with fruit, frosted, diet","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,26.0,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161030,"Roll, sweet, with fruit, frosted, diet","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,11.2,14.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161030,"Roll, sweet, with fruit, frosted, diet","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,25.7,-0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161050,"Roll, sweet, frosted","Doughnuts, sweet rolls, pastries",50.9,2.3,1 small,54.0,27.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,27.2,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161050,"Roll, sweet, frosted","Doughnuts, sweet rolls, pastries",50.9,2.3,1 small,54.0,27.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,12.4,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161050,"Roll, sweet, frosted","Doughnuts, sweet rolls, pastries",50.9,2.3,1 small,54.0,27.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,26.9,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161250,"Pan Dulce, no topping","Doughnuts, sweet rolls, pastries",56.4,2.3,1 miniature,30.0,16.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,16.7,-0.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161250,"Pan Dulce, no topping","Doughnuts, sweet rolls, pastries",56.4,2.3,1 miniature,30.0,16.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,1.9,14.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161250,"Pan Dulce, no topping","Doughnuts, sweet rolls, pastries",56.4,2.3,1 miniature,30.0,16.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,16.3,-0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161270,"Pan Dulce, with sugar topping","Doughnuts, sweet rolls, pastries",56.4,2.1,1 miniature,40.0,22.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,22.3,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161270,"Pan Dulce, with sugar topping","Doughnuts, sweet rolls, pastries",56.4,2.1,1 miniature,40.0,22.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,7.5,14.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161270,"Pan Dulce, with sugar topping","Doughnuts, sweet rolls, pastries",56.4,2.1,1 miniature,40.0,22.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,22.0,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161280,"Pan Dulce, with raisins and icing","Doughnuts, sweet rolls, pastries",58.6,2.2,1 roll,93.0,54.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,54.3,-1.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161280,"Pan Dulce, with raisins and icing","Doughnuts, sweet rolls, pastries",58.6,2.2,1 roll,93.0,54.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,39.5,12.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51161280,"Pan Dulce, with raisins and icing","Doughnuts, sweet rolls, pastries",58.6,2.2,1 roll,93.0,54.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,53.9,-1.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51165000,"Coffee cake, yeast type","Doughnuts, sweet rolls, pastries",50.9,2.4,"1 cake (9"" square)",567.0,288.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,288.4,-13.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51165000,"Coffee cake, yeast type","Doughnuts, sweet rolls, pastries",50.9,2.4,"1 cake (9"" square)",567.0,288.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,273.6,1.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51165000,"Coffee cake, yeast type","Doughnuts, sweet rolls, pastries",50.9,2.4,"1 cake (9"" square)",567.0,288.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,288.0,-13.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166000,Croissant,"Doughnuts, sweet rolls, pastries",45.8,2.6,1 mini croissant,28.0,12.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,12.6,-0.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166000,Croissant,"Doughnuts, sweet rolls, pastries",45.8,2.6,1 mini croissant,28.0,12.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,12.2,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166100,"Croissant, cheese","Doughnuts, sweet rolls, pastries",47.0,2.6,1 croissant,57.0,26.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,26.6,-1.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166100,"Croissant, cheese","Doughnuts, sweet rolls, pastries",47.0,2.6,1 croissant,57.0,26.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,11.8,13.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166100,"Croissant, cheese","Doughnuts, sweet rolls, pastries",47.0,2.6,1 croissant,57.0,26.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,26.2,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166200,"Croissant, chocolate","Doughnuts, sweet rolls, pastries",49.4,3.3,Quantity not specified,70.0,34.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,34.4,-2.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166200,"Croissant, chocolate","Doughnuts, sweet rolls, pastries",49.4,3.3,Quantity not specified,70.0,34.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,19.6,12.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166200,"Croissant, chocolate","Doughnuts, sweet rolls, pastries",49.4,3.3,Quantity not specified,70.0,34.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,34.0,-1.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166500,"Croissant, fruit","Doughnuts, sweet rolls, pastries",47.0,3.0,Quantity not specified,70.0,32.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,32.7,-2.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166500,"Croissant, fruit","Doughnuts, sweet rolls, pastries",47.0,3.0,Quantity not specified,70.0,32.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,17.9,12.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51166500,"Croissant, fruit","Doughnuts, sweet rolls, pastries",47.0,3.0,Quantity not specified,70.0,32.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,32.3,-1.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51167000,Brioche,"Doughnuts, sweet rolls, pastries",36.3,1.5,1 piece,77.0,28.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,27.7,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51167000,Brioche,"Doughnuts, sweet rolls, pastries",36.3,1.5,1 piece,77.0,28.0,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,12.9,13.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51167000,Brioche,"Doughnuts, sweet rolls, pastries",36.3,1.5,1 piece,77.0,28.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,27.4,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51168000,"Bread, Spanish coffee","Doughnuts, sweet rolls, pastries",58.8,1.9,1 piece,85.0,50.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,49.8,-1.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51168000,"Bread, Spanish coffee","Doughnuts, sweet rolls, pastries",58.8,1.9,1 piece,85.0,50.0,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,35.0,13.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51168000,"Bread, Spanish coffee","Doughnuts, sweet rolls, pastries",58.8,1.9,1 piece,85.0,50.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,49.4,-1.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51187020,Anisette toast,Cookies and brownies,67.0,1.4,1 piece,10.0,6.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,6.5,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51187020,Anisette toast,Cookies and brownies,67.0,1.4,1 piece,10.0,6.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,6.1,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51188100,Pannetone,"Doughnuts, sweet rolls, pastries",53.8,2.3,1 slice,27.0,14.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,14.3,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51188100,Pannetone,"Doughnuts, sweet rolls, pastries",53.8,2.3,1 slice,27.0,14.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,13.9,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53100100,"Cake or cupcake, NFS",Cakes and pies,53.6,1.0,"1 cupcake, any size",90.0,48.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,48.0,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53100100,"Cake or cupcake, NFS",Cakes and pies,53.6,1.0,"1 cupcake, any size",90.0,48.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,33.2,13.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53100100,"Cake or cupcake, NFS",Cakes and pies,53.6,1.0,"1 cupcake, any size",90.0,48.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,47.7,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53101100,"Cake, angel food",Cakes and pies,58.7,0.2,"1 piece/slice, any size",60.0,35.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,35.0,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53101100,"Cake, angel food",Cakes and pies,58.7,0.2,"1 piece/slice, any size",60.0,35.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,20.2,14.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53101100,"Cake, angel food",Cakes and pies,58.7,0.2,"1 piece/slice, any size",60.0,35.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,34.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53102200,"Cake or cupcake, apple",Cakes and pies,52.5,0.9,"1 cupcake, any size",90.0,47.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,47.0,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53102200,"Cake or cupcake, apple",Cakes and pies,52.5,0.9,"1 cupcake, any size",90.0,47.3,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,32.3,14.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53102200,"Cake or cupcake, apple",Cakes and pies,52.5,0.9,"1 cupcake, any size",90.0,47.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,46.7,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53102700,"Cake or cupcake, banana",Cakes and pies,53.1,1.0,"1 cupcake, any size",90.0,47.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,47.5,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
